176,"{""1"": [[1176.6790397916288, 391.05540532233164], [1194.827437740637, 389.03891666133075], [1190.7944604186353, 370.89051871232266], [1182.7285057746317, 312.4123475432965], [1166.5965964866245, 310.3958588822956], [1077.8710954025846, 306.3628815602938], [1073.838118080583, 294.2639495942884], [1128.2833119276074, 463.6489971183641], [1124.2503346056055, 461.6325084573632], [1229.1077449776524, 536.2425889143965], [1253.305608909663, 544.3085435584002], [858.0738313534865, 411.2202919323407], [799.5956601844604, 393.0718939833326], [1025.4423902165613, 510.02823632138484], [950.832309759528, 604.8032033884272], [946.7993324375261, 737.8914550144867], [795.5626828624586, 812.50153547152]], ""13"": [[740.5508970555771, 263.0031816111414], [740.5508970555771, 263.0031816111414], [740.5508970555771, -46.88963889283261], [508.2828926465321, 263.0031816111414], [740.5508970555771, -46.88963889283261], [577.4174944810782, 23.457850693196704], [639.8812136824663, 6.477422172431012], [607.7396882681597, 3.4452027937228564], [673.8420707239976, -2.012792087951837], [655.042310576007, 39.22539146247914], [685.9709482388303, 41.65116696544567], [575.5981628538533, 66.51536587085259], [638.0618820552413, 52.567156728795055], [613.8041270255761, 205.99745729142796], [689.6096114932801, 197.5072430310451], [616.2299025285427, 263.0031816111414], [692.0353869962466, 263.0031816111414]]}"
177,"{""1"": [[1179.3157478721937, 394.42215262311396], [1195.6456588600327, 390.3396748761542], [1191.563181113073, 371.96852501483534], [1185.4394644926333, 327.06126979827815], [1165.0270757578346, 310.7313588104392], [1077.2538041982002, 318.89631430435867], [1073.1713264512405, 292.3602089491203], [1128.284776035197, 476.0717075623088], [1124.2022982882372, 459.74179657446984], [1234.4291974561502, 539.3501126401848], [1252.800347317469, 545.4738292606245], [834.3463782540954, 404.6283469905133], [799.6453174049376, 388.29843600267435], [1011.9341602468443, 549.5563070075842], [973.1506216507266, 576.0924123628225], [954.7794717894078, 796.5462106986487], [805.7690340253772, 755.7214332290513]], ""13"": [[746.2700410632912, 261.99256542279113], [746.2700410632912, 20.71319587253967], [746.2700410632912, 17.10303074211197], [515.8211669043228, 21.314890060944293], [746.2700410632912, 39.36571571308281], [580.2024450636168, 9.281006292851949], [645.7871115997201, 8.077617916042712], [560.9482310346691, 8.077617916042712], [681.8887629039971, 6.272535350828861], [568.1685612955245, 53.80637623479362], [687.9057047880433, 42.97588084351051], [583.8126101940445, 79.07753214778752], [644.5837232229109, 63.43348324926748], [615.7024021794892, 207.23839427797094], [693.3209524836849, 200.01806401711553], [616.3040963678939, 261.99256542279113], [699.9395885561356, 261.99256542279113]]}"
178,"{""1"": [[1178.716546040962, 394.93494288081916], [1196.7782080656839, 386.90753753649835], [1192.7645053935235, 374.8664295200172], [1174.7028433688015, 310.64718676545107], [1166.6754380244809, 312.6540381015312], [1072.3534252287118, 318.6745921097718], [1074.360276564792, 294.5923760768095], [1124.5315599667967, 465.1747396436259], [1124.5315599667967, 461.16103697146553], [1224.8741267708065, 537.4213877425129], [1256.9837481480895, 545.4487930868337], [797.4147921857253, 402.9623482251399], [805.4421975300461, 386.90753753649835], [974.0177097607823, 597.6269278249187], [1000.1067771298249, 553.4761984311544], [949.93549372782, 804.3326154411785], [813.4696028743668, 718.0380079897302]], ""13"": [[752.0788318492176, 23.2234107141997], [752.0788318492176, 20.806525112379973], [752.0788318492176, 22.014967913289837], [520.6620354749784, 22.014967913289837], [752.0788318492176, 6.909432901916517], [581.6883969209266, 7.5136543023714495], [648.7569723714241, 7.5136543023714495], [557.5195409027293, 12.347425506010907], [692.2609132041792, 7.5136543023714495], [571.4166331131928, 51.0175951351266], [691.6566918037244, 22.014967913289837], [588.9390537263859, 81.22866515787322], [651.7780793736988, 64.91468734559004], [619.1501237491325, 208.719380653864], [701.9284556114582, 203.88560945022454], [619.7543451495874, 263.70352809526287], [718.8466548241963, 263.70352809526287]]}"
179,"{""1"": [[1177.4782837918956, 399.7566213942622], [1199.3020527368244, 387.852747424301], [1195.3340947468373, 373.9648944593464], [1167.558388816928, 306.5096086295666], [1167.558388816928, 310.47756661955367], [1072.3273970572388, 318.41348259952775], [1076.295355047226, 294.60573465960545], [1125.894829922064, 465.2279282290484], [1123.9108509270704, 459.2759912440679], [1233.029695651714, 542.6031090337958], [1252.8694856016496, 546.5710670237828], [810.4421697180939, 413.6444743592168], [804.4902327331133, 385.8687684293075], [933.4488674076922, 616.0103318485561], [1016.7759851974203, 526.7312770738477], [919.5610144427376, 846.1518952678048], [818.3780856980679, 681.4816386833425]], ""13"": [[754.6936755454831, 265.74242940678806], [754.6936755454831, -47.13984242369861], [754.6936755454831, 20.824799793882647], [520.1850451911262, 22.049387941947174], [696.525738512418, 6.12974201710832], [585.0882170385461, 6.12974201710832], [652.440565182095, 6.12974201710832], [560.5964540772555, 17.151035349689067], [692.2396799941922, 14.089564979527744], [578.3529822241912, 34.29526942259244], [691.6273859201599, 28.78462275630207], [591.2111577788687, 84.50338349323806], [654.2774474041919, 66.74685534630241], [619.3766851843528, 211.24825681791663], [703.8732674008052, 207.57449237372302], [619.3766851843528, 265.74242940678806], [722.2420896217732, 265.74242940678806]]}"
180,"{""1"": [[1179.3070361766283, 401.0347791550955], [1201.0186895248771, 387.21827247893714], [1197.071116188832, 375.3755524708014], [1169.438102836515, 302.3454457539643], [1169.438102836515, 310.24059242605483], [1074.6963427714293, 329.9784591062811], [1076.670129439452, 294.4502990818739], [1124.041009471995, 468.1435258678647], [1124.041009471995, 460.2483791957742], [1236.5468495492844, 543.1474192527244], [1252.3371428934654, 547.0949925887696], [820.077862596511, 410.90371249520865], [808.2351425883752, 379.32312580684663], [914.8196226615969, 647.7581126579234], [1027.3254627388862, 507.61925922831716], [914.8196226615969, 908.2979528369096], [824.0254359325562, 667.4959793381496]], ""13"": [[757.243863354036, 266.95904503250716], [757.243863354036, -47.56143137328087], [757.243863354036, -47.56143137328087], [521.5073810381517, 266.95904503250716], [700.6178676019175, -1.3989348362278307], [588.5968760053355, 6.602564563528034], [663.0723704184477, 5.371564655873286], [558.4373782677942, 21.990063409212382], [696.9248678789533, 18.297063686248137], [591.6743757744723, 50.91856123909895], [688.9233684791974, 29.376062855140873], [599.0603752204008, 86.00205860725927], [662.4568704646204, 71.84555966922966], [620.6028736043589, 216.48804881866255], [704.9263672787091, 209.10204937273403], [619.9873736505315, 266.95904503250716], [722.1603659858756, 266.95904503250716]]}"
181,"{""1"": [[1179.2079554663956, 398.1997797605957], [1199.0097115713022, 386.3187260976517], [1195.049360350321, 372.45749682421706], [1163.3665505824702, 301.17117484655324], [1171.2872530244329, 313.05222850949724], [1072.2784724998999, 334.8341602248945], [1076.238823720881, 293.2504724045906], [967.3291651438948, 465.52575051727814], [1123.763038372657, 459.58522368580617], [1242.5735750020967, 548.6931261578859], [1250.4942774440592, 550.6733017683766], [806.9349406941512, 404.14030659206765], [810.8952919151325, 376.41784804519835], [915.8445992711377, 637.8010286299657], [1040.5956627320493, 489.2878578431661], [878.221262671815, 806.1159555216718], [856.4393309564177, 653.6424335138909]], ""13"": [[759.6373348607481, -17.38091075485855], [759.6373348607481, -48.322374501428044], [759.6373348607481, -48.322374501428044], [631.5396749499504, 20.986504290887623], [700.8485537422661, -1.291349606642413], [589.4592842546159, 4.896943142671482], [667.431772895971, 4.278113867740089], [560.9931376077719, 19.748845741024837], [704.5615293918544, 12.322894441848163], [597.5040648287239, 46.97733383800599], [699.6108951924033, 35.219577614309586], [602.4546990281751, 86.58240743361495], [664.9564557962455, 74.82465120991853], [621.6384065510481, 210.34826241989293], [704.5615293918544, 206.01645749537317], [620.4007480011853, 267.89938498851217], [759.6373348607481, 267.89938498851217]]}"
182,"{""1"": [[1178.8421420343232, 395.92256203972516], [1200.7046792740532, 383.9975417271451], [1196.7296725031931, 372.0725214145651], [1170.8921284926032, 300.522399539085], [1168.9046251071732, 308.472413080805], [1069.529455835673, 310.459916466235], [1077.479469377393, 292.57238599736496], [1119.217040471423, 465.4851805297753], [1125.179550627713, 459.52267037348525], [1238.4672435972234, 542.9978125615454], [1250.3922639098032, 548.9603227178354], [793.2664852609023, 389.96005188343514], [811.1540157297724, 364.12250787284506], [896.6166613032625, 616.5354378224556], [1039.716905054223, 479.3977042277853], [866.8041105218125, 797.398245896586], [884.6916409906826, 682.1230495416457]], ""13"": [[766.7105183372607, -17.820801743404573], [766.7105183372607, -51.19374758381623], [766.7105183372607, -51.19374758381623], [525.5437587735312, 19.330213437431055], [706.8910871138813, -2.7085243817087274], [593.5490069011626, 3.5882578523312105], [671.6291066032577, 2.3289014055232258], [563.3244521777708, 21.219248107643025], [710.6691564543053, 18.700535214027056], [597.9567544649905, 43.887664150186794], [699.9646266564374, 39.47991658635884], [605.5128931458383, 79.77932288421444], [670.3697501564498, 66.55608019273058], [623.7735616245542, 206.34464578841715], [706.8910871138813, 203.19625467139718], [623.1438834011502, 270.57182457562453], [732.7078942734452, 270.57182457562453]]}"
183,"{""1"": [[1178.2559583789512, 396.45923341217446], [1199.8483304482693, 382.7186330044264], [1193.9595017020915, 370.94097551207096], [1168.441243801988, 302.2379734733309], [1166.4783008865957, 308.1268022195086], [1064.4052692861817, 315.9785738810789], [1074.2199838631445, 292.423258896368], [1117.4047280017812, 467.1251783663071], [1123.293556747959, 457.3104637893442], [1235.1813029253358, 541.7170091512249], [1246.958960417691, 547.6058378974027], [791.5562040466139, 396.45923341217446], [807.2597473697545, 367.0150896812858], [923.0733793779164, 614.3458970207502], [1036.9240684706856, 486.75460752023287], [834.7409481852505, 781.196044829119], [911.2957218855609, 704.6412711288086]], ""13"": [[773.3732075149958, -22.42694341564885], [773.3732075149958, -55.35357592292765], [773.3732075149958, -55.35357592292765], [562.9010075665078, 16.955891544037556], [695.2531578408638, -4.995196794148306], [596.4732603190274, 0.16976516777778272], [683.63199342653, 0.16976516777778272], [564.83786830223, 22.12085350596365], [723.0148283862165, 18.892752279759847], [597.764500809509, 40.843840617945716], [708.1655627456789, 43.42632159890876], [613.9050069405279, 84.10039704907668], [685.5688541622524, 80.87229582287289], [624.8805511096208, 217.09816756867343], [716.5586259338088, 215.8069270781919], [622.9436903738986, 274.5583693951011], [737.864094026754, 274.5583693951011]]}"
184,"{""1"": [[1174.4616985039393, 396.3807033380513], [1196.0951664376175, 382.6139510166196], [1192.1618086314943, 370.8138775982495], [1164.6283039886307, 305.9134737972141], [1162.661625085569, 307.8801527002758], [1064.3276799324851, 315.7468683125225], [1072.1943955447318, 290.1800425727207], [1123.3280470243355, 471.1145016543951], [1123.3280470243355, 457.3477493329633], [1237.395423401913, 539.9482632615538], [1249.1954968202829, 545.8482999707389], [783.0925967946652, 400.3140611441747], [800.7927069222203, 368.84719869518784], [973.860450391648, 587.1485569350341], [1024.9941018712516, 508.48140081256696], [818.4928170497753, 750.3829058891533], [936.4935512334761, 758.2496215014]], ""13"": [[779.2579202541085, -19.805637847787786], [779.2579202541085, -58.55668693909588], [779.2579202541085, -58.55668693909588], [636.0760778489362, 18.28861380129476], [727.3709223182891, -7.983283887727687], [608.4905852754625, 1.8686777456557309], [693.8742527647855, 1.2118803034301706], [567.7691438574777, 22.22939845464812], [729.9981120871914, 21.572601012422567], [615.7153571399438, 50.471688470347246], [715.548568358229, 50.471688470347246], [618.9993443510716, 83.96835802385085], [690.5902655536577, 81.99796569717417], [629.5081034266805, 221.23902344899312], [722.1165427804847, 220.58222600676754], [626.8809136577783, 277.0668060381658], [741.8204660472514, 277.0668060381658]]}"
185,"{""1"": [[1173.7121096383937, 394.4940203295874], [1189.5480703587436, 386.5760399694125], [1185.589080178656, 370.74007924906266], [1173.7121096383937, 305.4167412776196], [1161.8351390981315, 309.3757314577071], [1066.8193747760324, 315.31421672783824], [1066.8193747760324, 293.5397707373573], [1126.2042274773444, 469.71483375124905], [1122.2452372972568, 459.8173583010304], [1233.0969623397054, 538.9971619027796], [1248.9329230600554, 544.9356471729108], [781.7720818097356, 394.4940203295874], [801.5670327101728, 380.6375546992813], [989.6190662643271, 568.6895882534354], [1005.4550269846768, 544.9356471729108], [831.2594590608288, 744.8646512673273], [938.1521939231901, 808.2084941487266]], ""13"": [[779.5308575280787, -16.003100720503788], [779.5308575280787, -57.83196031873925], [779.5308575280787, 30.40079039628867], [644.2406397650359, 19.943575496729807], [731.8198145488414, -5.545885820944925], [727.2447830302845, 0.9898734912793685], [618.0976025161387, 1.6434494225017957], [737.0484219986208, 17.982847703062518], [569.0794076744565, 18.636423634284952], [725.9376311678395, 53.2759479890737], [722.016175580505, 54.583099851518554], [703.7160495062769, 85.95474455019516], [627.9012414844751, 91.18335199997458], [727.2447830302845, 221.24496231323795], [635.0905767279219, 225.16641790057255], [744.8913331732899, 276.14534053592206], [641.6263360401462, 276.14534053592206]]}"
186,"{""1"": [[1174.7382725555865, 393.58903411553257], [1190.587502915576, 385.66441893553787], [1188.6063491205773, 369.8151885755485], [1174.7382725555865, 308.39942093058977], [1162.8513497855945, 310.3805747255884], [1071.7182752156557, 310.3805747255884], [1067.7559676256583, 298.4936519555964], [1127.1905814756185, 466.8917245304834], [1121.2471200906225, 458.96710935048867], [1236.1540402005453, 542.1755687404328], [1250.0221167655359, 546.1378763304301], [806.2436666858339, 397.5513417055299], [800.3002053008379, 391.6078803205339], [982.5663544407155, 560.0059528954208], [986.5286620307129, 561.9871066904195], [861.7159729457967, 682.8374881853383], [927.0940481807529, 847.2732531702279]], ""13"": [[789.6405049512421, -4.33844017706037], [789.6405049512421, -63.87351616380255], [789.6405049512421, 11.898398728414776], [648.9212344371242, 16.63414340917835], [740.2534532804218, -9.750719812218748], [636.067070303623, 3.10344432128241], [637.4201402124127, 7.162654047651188], [572.4727845905121, 17.987213317967942], [746.342267869975, 18.66374827236274], [625.2425110333063, 57.2262406728662], [733.4881037364739, 59.2558455360506], [633.3609304860438, 84.96417380305289], [707.7797754694716, 86.31724371184251], [636.7436052580179, 222.97730449959158], [636.067070303623, 223.6538394539864], [741.6065231892114, 281.83584553193896], [747.0188028243699, 281.83584553193896]]}"
187,"{""1"": [[1177.566350097126, 391.8190746937095], [1193.5012561777805, 389.82721143362767], [1191.5093929176987, 369.9085788328093], [1183.5419398773713, 308.1608177702724], [1163.623307276553, 310.1526810303542], [1070.0057340527067, 304.17709125010873], [1070.0057340527067, 296.20963820978136], [1127.7697685950798, 463.52615205665563], [1123.7860420749162, 461.5342887965738], [1235.330384639499, 537.2250926796835], [1253.2571539802357, 543.2006824599291], [848.9089121836228, 405.76211751428235], [799.1123306815769, 391.8190746937095], [1016.225426030497, 519.2983233389471], [938.5427588873054, 610.9240333027115], [868.8275447844412, 666.696204585003], [910.6566732461597, 875.8418468935956]], ""13"": [[789.2383447328148, -16.998232451217334], [789.2383447328148, 34.14864987026799], [789.2383447328148, -60.838417298204746], [655.0608092920351, 18.20676447136347], [789.2383447328148, -10.355780201673781], [635.1334525434045, -0.39210182735845933], [732.7775006116946, 0.27214339759589734], [576.0156275224668, 17.542519246409114], [756.6903287100513, 52.08327094403556], [631.8122264186327, 60.718458868442184], [741.4126885361012, 58.725723193579114], [639.7831691180849, 103.2301532655209], [714.8428795379269, 106.55137939029265], [645.0971309177197, 230.10099123180262], [738.0914624113294, 228.77250078189397], [638.4546786681761, 278.5908926534705], [754.6975930351882, 278.5908926534705]]}"
188,"{""1"": [[1179.8031608624542, 391.47152294465747], [1198.1062389993242, 389.43784759611634], [1194.038888302242, 369.1010941107053], [1187.9378622566187, 338.59596388258865], [1167.6011087712077, 310.12450900301315], [1080.15306878394, 299.95613226030764], [1072.0183673897754, 291.8214308661432], [1128.9612771489265, 462.6501601435962], [1122.8602511033032, 458.582809446514], [1240.8134213186875, 535.862472691076], [1255.049148758475, 543.9971740852404], [860.5161311415004, 399.6062243388219], [801.5395460338083, 383.336821550493], [1027.2775097218712, 505.3573424629595], [919.4927162491924, 627.3778633754259], [893.054936718158, 647.7146168608369], [876.7855339298292, 889.7219833372287]], ""13"": [[812.4639544211964, 3.9130943358961616], [812.4639544211964, 14.70071594715489], [812.4639544211964, 7.508968206315743], [666.4714752821617, 10.385667302651399], [812.4639544211964, 9.666492528567488], [645.6154068337281, 8.947317754483564], [744.1423508832245, 19.01576459165838], [579.4513276180079, 16.858240269406636], [767.1559436539098, 20.454114139826217], [634.8277852224694, 65.76212490711288], [761.4025454612384, 63.60460058486112], [647.0537563818959, 92.37159154821774], [724.7246319829587, 93.09076632230165], [646.334581607812, 233.32984726866513], [739.108127464637, 234.04902204274904], [634.8277852224694, 292.30217874354616], [752.0532733981476, 292.30217874354616]]}"
189,"{""1"": [[1178.269062651653, 392.7459799403894], [1196.6289419759933, 388.6660067572027], [1192.5489687928066, 370.30612743286235], [1186.4290090180266, 335.6263553757751], [1168.0691296936861, 309.10652968506133], [1082.3896928467648, 302.9865699102813], [1074.2297464803914, 292.78663695231444], [1129.3093844534123, 464.1455106461573], [1123.1894246786321, 460.06553746297055], [1237.4286738078606, 541.6650011267052], [1253.7485665406075, 543.7049877182985], [870.2310873210546, 409.06587267313637], [802.9115297984735, 390.705993348796], [1037.5099878317108, 498.8252827032445], [908.9908325613285, 631.4244111568133], [894.7109264201749, 645.7043172979669], [849.8312214051209, 898.6626546555444]], ""13"": [[828.6585788171857, -3.7548075066410576], [828.6585788171857, -83.43309729086968], [828.6585788171857, -83.43309729086968], [677.5705010187899, 5.265376242516908], [703.8793702871673, -24.05022094224646], [652.013313729509, 6.7687402007099], [648.2549038340264, 13.53387801257837], [585.1136175899208, 14.285559991674859], [779.7992501759134, 7.520422179806388], [636.9796741475791, 69.1583444657191], [773.7857943431414, 66.15161654933311], [655.7717236249914, 92.46048581771049], [733.1949674719306, 93.212167796807], [657.2750875831845, 236.03174382514135], [740.7117872628955, 236.78342580423782], [652.7649957086055, 300.67639402744004], [745.9735611165711, 300.67639402744004]]}"
190,"{""1"": [[1178.485195086164, 392.02968077261636], [1196.7718385925416, 389.99783149412997], [1192.7081400355687, 369.6793387092659], [1184.5807429216234, 320.9149560255922], [1168.3259486937318, 308.7238603546738], [1082.988278997303, 302.62831251921455], [1074.8608818833573, 290.4372168482961], [1121.5934152885445, 465.176254798127], [1121.5934152885445, 457.04885768418137], [1227.2495777698377, 542.3865273806103], [1251.6317691116747, 546.4502259375831], [869.6441047562304, 400.157077886562], [804.6249278446653, 383.90228365867074], [1036.2557455921155, 493.62214469693663], [918.4084874399041, 623.6604985200665], [910.2810903259584, 692.7433739886044], [814.7841742370974, 869.5142612169216]], ""13"": [[837.5510908916177, 3.4275684664766004], [837.5510908916177, 6.472714619010233], [837.5510908916177, 0.38242231394295345], [683.7712101886689, 3.4275684664766004], [712.7000986377384, -18.649741139392304], [652.558462125199, 5.7114280808768285], [756.0934313113428, 14.846866538477755], [590.8942525363927, 13.324293462210932], [790.3513255273463, 7.234001157143652], [643.423023667598, 68.89821074594988], [780.454600531612, 68.89821074594988], [660.9326140446665, 92.49809342808561], [739.3451274724077, 94.02066650435242], [663.2164736590668, 237.903822211567], [747.7192793918753, 237.14253567343354], [657.1261813539994, 303.37446449104027], [752.2869986206757, 303.37446449104027]]}"
191,"{""1"": [[1179.625858371467, 391.151652628325], [1195.7992394470523, 387.1083073594287], [1193.7775668126042, 370.93492628384337], [1179.625858371467, 310.28474725039854], [1167.4958225647779, 310.28474725039854], [1076.5205540146108, 302.1980567126059], [1074.4988813801626, 294.11136617481327], [1129.084042510263, 459.8885221995625], [1125.0406972413666, 457.8668495651143], [1230.167674232671, 536.7120823085927], [1252.4060732116009, 546.8204454808334], [860.2015821286575, 405.30336106946214], [799.5514030952127, 391.151652628325], [1028.000410787855, 500.32197488852574], [935.0034696032395, 611.5139697831746], [932.9817969687913, 704.5109109677901], [795.5080578263164, 837.9413048413687]], ""13"": [[847.3873975326521, -1.4585828091603616], [847.3873975326521, 1.6196414153943124], [847.3873975326521, -1.4585828091603616], [678.8546212382835, -1.4585828091603616], [728.875764887297, -18.388816044211083], [654.9983834979847, 1.6196414153943124], [758.8884510767051, 6.236977752226338], [597.2816792875846, 10.854314089058349], [799.6749220520546, 7.006533808365006], [648.8419350488754, 68.57101829945854], [786.5924690976972, 69.34057435559721], [667.3112803962034, 107.04882110639203], [745.036442066209, 103.20104082569868], [669.6199485646194, 240.18201881838183], [752.7320026275958, 239.41246276224314], [666.5417243400648, 305.5942835901687], [756.5797829082891, 305.5942835901687]]}"
192,"{""1"": [[1177.3865894577084, 391.49317321303585], [1195.6133922348836, 387.44277259588586], [1191.5629916177336, 369.21596981871073], [1181.4369900748584, 306.4347602528853], [1165.2353876062584, 308.4599605614603], [1074.1013737203825, 312.5103611786103], [1070.0509731032325, 294.28355840143524], [1130.806982360483, 470.47598524746144], [1126.756581743333, 460.34998370458635], [1236.117398406384, 541.3579960475869], [1252.3190008749839, 545.408396664737], [859.4301410114311, 405.669575373061], [800.6993320627557, 387.44277259588586], [1021.4461656974322, 517.0555923446867], [954.6145555144568, 596.0384043791123], [946.5137542801567, 760.0796293736884], [792.5985308284558, 796.5332349280386]], ""13"": [[854.8568981633468, -3.9037969956738863], [854.8568981633468, 1.529340846015316], [854.8568981633468, -2.351471898048402], [685.6534625221686, -1.5753093492356527], [744.6418162319371, 0.7531782972025667], [662.3685860577864, 4.633991041266299], [763.2697174034431, 12.395616529393735], [604.1563948968305, 13.17177907820647], [808.2871452345822, 12.395616529393735], [653.8307980208461, 70.60780769034952], [791.9877317095146, 69.8316451415368], [672.458699192352, 98.54965944760832], [749.2987915248136, 97.77349689879557], [674.7871868387903, 237.4827556850895], [755.5080919153156, 238.2589182339022], [670.9063740947265, 307.3373850782364], [760.1650672081921, 307.3373850782364]]}"
193,"{""1"": [[1179.9155492527766, 392.30688137827804], [1196.017678079675, 384.2558169648288], [1191.9921458729505, 370.1664542412927], [1179.9155492527766, 319.84730165723516], [1167.8389526326027, 309.7834711404236], [1075.251711877937, 309.7834711404236], [1073.2389457745749, 293.6813423135252], [1123.5580983586324, 470.8047594094078], [1123.5580983586324, 458.728162789234], [1228.221935733472, 541.2515730270884], [1252.3751289738195, 547.2898713371753], [785.4133929937656, 386.2685830681911], [801.5155218206639, 376.2047525513796], [994.741067743445, 583.5196611976967], [992.7283016400827, 561.3792340607114], [956.4985117795612, 804.9239325675499], [813.5921184408378, 742.5281833633186]], ""13"": [[861.2825079249873, -17.379011827644135], [861.2825079249873, 2.722675201885508], [565.169195143839, -1.9161756510828667], [692.7375936004695, 2.722675201885508], [748.40380383609, 1.1763915842293784], [667.9970557179714, 2.722675201885508], [769.2786326744477, 11.2272350989942], [611.5577036735228, 12.77351871665033], [816.4402830129595, 15.866085951962589], [658.7193540120347, 73.07857980523926], [794.7923123657738, 73.07857980523926], [678.8210410415643, 112.50881205547049], [753.8157964978865, 107.09681939367402], [678.0478992327362, 240.0772105121009], [756.9083637331987, 242.3966359385851], [674.955331997424, 306.5674060713143], [756.9083637331987, 306.5674060713143]]}"
194,"{""1"": [[1179.2989942164827, 395.0303289270368], [1199.259119813917, 385.05026612831966], [1197.2631072541735, 373.0741907698591], [1169.3189314177657, 309.2017888580695], [1169.3189314177657, 309.2017888580695], [1073.510328550081, 317.1858390970432], [1073.510328550081, 291.2376758203787], [1125.4066551034102, 462.8947559583132], [1121.4146299839233, 458.9027308388264], [1227.203295650325, 536.74722066882], [1253.1514589269896, 542.7352583480503], [808.0406581042057, 410.99842940498417], [804.0486329847188, 387.04627868806307], [957.7416000849626, 602.615635140353], [1007.6419140785481, 534.7512081090765], [937.7814744875283, 824.1730292718732], [820.0167334626663, 700.4202505677808]], ""13"": [[868.4060191060921, -18.214487403103632], [868.4060191060921, 6.532071022697721], [572.2206479472821, 0.3454314162473793], [700.5934197811266, 1.8920913178599648], [756.2731762391796, -1.9745584361714918], [673.5268715029064, 3.4387512194725502], [774.0597651077244, 11.945380678341763], [619.393774946466, 16.58536038317952], [822.0062220577145, 20.452010137210976], [665.0202420440372, 84.63839605413324], [799.5796534843321, 78.4517564476829], [684.3534908141945, 114.79826413557862], [758.5931660915985, 111.70494433235345], [682.0335009617756, 243.17103596942314], [760.9131559440175, 244.7176958710357], [682.0335009617756, 306.5840919355391], [759.3664960424048, 306.5840919355391]]}"
195,"{""1"": [[1178.9267087316234, 396.9101499275951], [1202.5988976056592, 385.0740554905772], [1198.6535327933198, 373.2379610535593], [1165.1179318884358, 300.2487120252822], [1169.063296700775, 306.1667592437912], [1072.4018587984624, 327.8662657116573], [1076.3472236108016, 290.385299994434], [1125.664283765043, 463.98135173736324], [1125.664283765043, 458.06330451885424], [1232.189133698204, 540.9159655779795], [1253.8886401660702, 546.8340127964884], [815.9531459964078, 412.6916091769523], [808.0624163717291, 383.10137308440756], [924.4506783357385, 641.5227682926318], [1023.0847986442211, 515.2710942977742], [922.4779959295688, 876.2719746268201], [819.898510808747, 671.1130043851765]], ""13"": [[871.8725947077078, 3.164915283687108], [871.8725947077078, 9.22521134148289], [581.735920940735, 3.164915283687108], [715.8199712194665, 6.195063312585006], [746.8789885156699, -16.53104690414915], [671.8828248004471, 2.4073782764626372], [778.6955428190977, 10.740285355931832], [627.9456783814278, 20.588266449849968], [827.1779112814638, 22.86087747152338], [668.0951397643248, 88.76659710005242], [802.1791900430563, 84.2213750567056], [690.8212499810589, 123.61329943237814], [759.7571176384859, 123.61329943237814], [684.0034169160388, 245.5767575955181], [763.5448026746083, 245.5767575955181], [683.2458799088142, 302.39203313735345], [762.0297286601593, 302.39203313735345]]}"
196,"{""1"": [[1180.1926714835759, 396.7910173063329], [1203.8802463266363, 384.94722988480265], [1197.9583526158713, 373.1034424632724], [1166.3749194917905, 292.17089508281566], [1170.3228486323005, 307.962611644856], [1075.5725492600584, 333.62415105817155], [1077.5465138303136, 290.1969305125606], [1126.8956280866896, 463.9058126950044], [1124.9216635164346, 456.0099544139842], [1235.4636794507169, 538.9164663646959], [1253.2293605830123, 546.8123246457162], [815.0092259863928, 406.6608401576081], [809.0873322756277, 377.0513716037825], [909.7595253586348, 649.4584822989784], [1036.0932578549578, 495.48924581908506], [911.7334899288899, 917.9176638536642], [842.6447299699635, 661.3022697205088]], ""13"": [[723.7894209816018, 5.7590628846484435], [722.3014459873289, 11.710962861739901], [589.1276839999073, 5.7590628846484435], [720.813470993056, 7.247037878921304], [752.8049333699227, -15.816574532308138], [676.9182086620065, 3.527100393239138], [778.8444957696978, 7.247037878921304], [634.5109213252297, 22.870775318786414], [830.9236205692482, 27.33470030160501], [669.4783336906421, 92.80560004961117], [805.6280456666094, 88.34167506679256], [691.0539711075987, 123.30908743220493], [762.4767708326963, 123.30908743220493], [688.0780211190529, 243.09107447117074], [762.4767708326963, 246.81101195685292], [687.3340336219165, 298.8901367564032], [761.7327833355598, 298.8901367564032]]}"
